,umich_user_id,answer_count,average_answer_length,total_votes_given_answers,total_votes_received_answers,question_count,average_question_length,total_votes_given_questions,total_votes_received_questions,total_questions_following,country_cd_US,is_female,bachelor_obtained,white,completed
162,098999c76ee01e0ba5bfe5d1521f57ef52e982c8,1.0,435.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0,1,1,0,0
163,84abefa9b14dab3ded28eecfe516556ebb0a90dd,2.0,390.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,1,1,1,0,0
164,40d68f8d5675024e235c31bb21bddeeee95aeb30,12.0,509.6666666666667,0.0,4.0,0.0,509.6666666666667,0.0,0.0,0.0,1,1,0,1,1
165,7b9e90dce8bd1dcf509934690c5290190ee93aff,6.0,951.5,0.0,1.0,0.0,951.5,0.0,0.0,0.0,1,1,0,1,1
166,f6b925ef5e30ced0313db53bf85a50f1a4a00ac3,3.0,142.33333333333334,0.0,0.0,0.0,142.33333333333334,0.0,3.0,0.0,1,0,0,0,1
167,a6a2aaa99ba497a14ed8c5142d91825e516fb944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
168,43fd210809297968322272c6ad433a161534e301,9.0,894.0,0.0,4.0,0.0,894.0,0.0,0.0,0.0,1,1,1,1,1
169,0a6f6e363b2e76c1f737c352cb731b9de960a32f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
170,20fb7d078ee9ff52a8b37d4bf169ada18e56c9ab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0
171,bfada5ed67d374e36c53f17f066770d81d2170d0,2.0,607.0,0.0,0.0,0.0,607.0,0.0,0.0,0.0,1,1,0,1,1
172,ed18e97e5a2685a55409882dc87c6332144b0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
